date,description,debit_account,debit_amount,credit_account,debit_amount
2024/6/1,Transfer to Toss ,KR10101-Toss Checking Account,3603,KR10105-Kakao Checking Account,3603
2024/6/1,Transfer to Toss ,KR10101-Toss Checking Account,1,KR10102-Hana Checking Account,1
2024/6/2,Groceries (Ayam Sweet Sour),KR60002-Food Expenses,15650,KR10101-Toss Checking Account,15650
2024/6/2,Transfer to Shinhan ,KR10103-Shinhan Checking Account,30000,KR10101-Toss Checking Account,30000
2024/6/2,Transfer to Hana ,KR10102-Hana Checking Account,30000,KR10103-Shinhan Checking Account,30000
2024/6/2,Transfer to Hana ,KR10102-Hana Checking Account,2000,KR10101-Toss Checking Account,2000
2024/6/2,Groceries (Itaewon),KR60002-Food Expenses,31300,KR10102-Hana Checking Account,31300
2024/6/2,Transfer to Toss ,KR10101-Toss Checking Account,700,KR10102-Hana Checking Account,700
2024/6/2,Transfer to Hana ,KR10102-Hana Checking Account,50000,KR10101-Toss Checking Account,50000
2024/6/2,"Malatang w Tisya, Aery, Teena",KR60002-Food Expenses,23400,KR10102-Hana Checking Account,23400
2024/6/2,"Sulbing w Tisya, Aery, Teena (Aery transfer)",KR60002-Food Expenses,11900,KR10403-Friends Receivable,11900
2024/6/2,"Sulbing w Tisya, Aery, Teena (Aery transfer)",KR10102-Hana Checking Account,11900,KR10403-Friends Receivable,11900
2024/6/2,Air Tisya,KR10403-Friends Receivable,5400,KR10102-Hana Checking Account,5400
2024/6/2,"Milkys w Tisya, Aery, Teena",KR10403-Friends Receivable,3200,KR10102-Hana Checking Account,3200
2024/6/2,Transfer to Hana ,KR10102-Hana Checking Account,17000,KR10101-Toss Checking Account,17000
2024/6/3,Aery,KR10105-Kakao Checking Account,8492,KR10403-Friends Receivable,8492
2024/6/3,Transfer to Toss ,KR10105-Kakao Checking Account,8492,KR10105-Kakao Checking Account,8492
2024/6/3,Transfer to Toss ,KR10101-Toss Checking Account,8492,KR10105-Kakao Checking Account,8492
2024/6/3,Tisya,KR10105-Kakao Checking Account,8992,KR10403-Friends Receivable,8992
2024/6/3,Transfer to Toss ,KR10101-Toss Checking Account,8992,KR10105-Kakao Checking Account,8992
2024/6/3,Teena,KR10105-Kakao Checking Account,5592,KR10403-Friends Receivable,5592
2024/6/3,Transfer to Toss ,KR10101-Toss Checking Account,5592,KR10105-Kakao Checking Account,5592
2024/6/3,Transfer to KakaoPay ,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/6/3,오늘이 라면 w Seojin,KR60002-Food Expenses,3889,KR10105-Kakao Checking Account,3889
2024/6/4,Transfer to Toss ,KR10101-Toss Checking Account,6111,KR10105-Kakao Checking Account,6111
2024/6/4,Wise 1 1MYR@293.152KRW,KR10101-Toss Checking Account,28503,KR70005-Allowance Income,28503
2024/6/4,Transfer to Toss ,KR10101-Toss Checking Account,1200,KR10102-Hana Checking Account,1200
2024/6/4,Transfer to Savings,KR10204-Emergency Savings,30000,KR10101-Toss Checking Account,30000
2024/6/4,Transfer to KakaoPay ,KR10105-Kakao Checking Account,15000,KR10101-Toss Checking Account,15000
2024/6/4,Transfer to Toss ,KR10101-Toss Checking Account,1412,KR10105-Kakao Checking Account,1412
2024/6/6,Coupang,KR60005-Personal Expenses,4990,KR10101-Toss Checking Account,4990
2024/6/6,Registered for somethting,KR10102-Hana Checking Account,1,KR70006-Other Income,1
2024/6/6,예탁금이용료,KR10104-Shinhan Investment Account,18,KR70002-Interest Income,18
2024/6/7,Didimdol w Myothurin,KR10101-Toss Checking Account,50000,KR70004-Didimdol Income,50000
2024/6/7,Transfer to Savings,KR10204-Emergency Savings,30000,KR10101-Toss Checking Account,30000
2024/6/7,Cash from 서동욱,KR10000-Cash,50000,KR30201-Friends Debt,50000
2024/6/7,Transfer from Savings,KR10101-Toss Checking Account,50000,KR10204-Emergency Savings,50000
2024/6/7,Transfer to 서동욱,KR10101-Toss Checking Account,50000,KR10101-Toss Checking Account,50000
2024/6/7,Transfer to 서동욱,KR30201-Friends Debt,50000,KR10101-Toss Checking Account,50000
2024/6/7,Transfer to KakaoPay ,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/6/7,iCloud+,KR60005-Personal Expenses,8900,KR10105-Kakao Checking Account,8900
2024/6/7,Transfer to Toss ,KR10101-Toss Checking Account,1100,KR10105-Kakao Checking Account,1100
2024/6/7,Coins,KR10000-Cash,100,KR70001-Cashback Income,100
2024/6/8,Deposit to Toss,KR10101-Toss Checking Account,50000,KR10000-Cash,50000
2024/6/8,GS25,KR60002-Food Expenses,2300,KR10000-Cash,2300
2024/6/9,Transfer to KakaoPay ,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/6/9,Tteokbokki with Hani,KR60002-Food Expenses,5000,KR10105-Kakao Checking Account,5000
2024/6/9,Transfer to Toss ,KR60002-Food Expenses,5000,KR10105-Kakao Checking Account,5000
2024/6/9,Transfer to Toss ,KR10101-Toss Checking Account,5000,KR10105-Kakao Checking Account,5000
2024/6/9,배민 w Seojin,KR60002-Food Expenses,27000,KR10101-Toss Checking Account,27000
2024/6/10,Pho w Seojin 정산,KR60002-Food Expenses,23000,KR10403-Friends Receivable,23000
2024/6/10,Pho w Seojin 정산,KR10105-Kakao Checking Account,23000,KR10403-Friends Receivable,23000
2024/6/10,Transfer to Toss ,KR10101-Toss Checking Account,23000,KR10105-Kakao Checking Account,23000
2024/6/11,Daiso Pen,KR60005-Personal Expenses,1500,KR10101-Toss Checking Account,1500
2024/6/13,6월 Didimdol,KR10402-Didimdol Receivable,150000,KR70004-Didimdol Income,150000
2024/6/13,Didimdol Scholarship,KR10101-Toss Checking Account,600000,KR10402-Didimdol Receivable,600000
2024/6/13,6월 Samsung,KR10401-Samsung Receivable,557143,KR70003-Samsung Income,557143
2024/6/13,Toss Event,KR10101-Toss Checking Account,19,KR70001-Cashback Income,19
2024/6/13,Transfer to Savings,KR10204-Emergency Savings,203000,KR10101-Toss Checking Account,203000
2024/6/15,Paris Baguette Zion,KR60005-Personal Expenses,39300,KR10101-Toss Checking Account,39300
2024/6/18,Paris Baguette ,KR60002-Food Expenses,1200,KR10101-Toss Checking Account,1200
2024/6/18,매머드커피,KR60002-Food Expenses,3200,KR10101-Toss Checking Account,3200
2024/6/19,7Eleven,KR60002-Food Expenses,5800,KR10101-Toss Checking Account,5800
2024/6/19,Toss Event,KR10101-Toss Checking Account,3,KR70001-Cashback Income,3
2024/6/19,Transfer from Savings,KR10101-Toss Checking Account,50000,KR10204-Emergency Savings,50000
2024/6/20,"GS25 w Teena, Tisya Ary (Teena’s Birthday)",KR60005-Personal Expenses,7000,KR10101-Toss Checking Account,7000
2024/6/20,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/6/20,Transfer to KakaoPay ,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/6/20,Apple Music,KR60005-Personal Expenses,3300,KR10105-Kakao Checking Account,3300
2024/6/20,Transfer to Toss ,KR10101-Toss Checking Account,6700,KR10105-Kakao Checking Account,6700
2024/6/21,Transfer to KakaoPay ,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/6/21,GS25 1만원 권 for 황희,KR10105-Kakao Checking Account,9907,KR60005-Personal Expenses,9907
2024/6/21,GS25 1만원 권 for 황희 취소,KR60005-Personal Expenses,9907,KR10105-Kakao Checking Account,9907
2024/6/21,GS25,KR60002-Food Expenses,3200,KR10101-Toss Checking Account,3200
2024/6/21,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/6/21,Cafe w Jing,KR60002-Food Expenses,7300,KR10101-Toss Checking Account,7300
2024/6/22,7Eleven,KR60002-Food Expenses,5000,KR10101-Toss Checking Account,5000
2024/6/22,GS25,KR60002-Food Expenses,6384,KR10105-Kakao Checking Account,6384
2024/6/22,CU (Mask),KR60005-Personal Expenses,2800,KR10105-Kakao Checking Account,2800
2024/6/22,Paris Baguette ,KR60002-Food Expenses,3400,KR10101-Toss Checking Account,3400
2024/6/22,Coupang,KR60002-Food Expenses,31630,KR10101-Toss Checking Account,31630
2024/6/23,Malatang w Alua,KR60002-Food Expenses,17804,KR10101-Toss Checking Account,17804
2024/6/23,Mammoth w Alua,KR60002-Food Expenses,10400,KR10101-Toss Checking Account,10400
2024/6/25,Wise 2 1MYR@295.044KRW,KR10101-Toss Checking Account,741584,KR70005-Allowance Income,741584
2024/6/25,Transfer to KakaoPay ,KR10105-Kakao Checking Account,74674,KR10101-Toss Checking Account,74674
2024/6/25,7월 건강보혐료,KR60003-Healthcare Expenses,75490,KR10105-Kakao Checking Account,75490
2024/6/25,Rent,KR60001-Home Expenses,410000,KR10101-Toss Checking Account,410000
2024/6/25,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/6/26,Transfer to Shinhan Invest,KR10104-Shinhan Investment Account,25000,KR10101-Toss Checking Account,25000
2024/6/26,Haircut,KR60005-Personal Expenses,20000,KR10101-Toss Checking Account,20000
2024/6/26,Phone Bill,KR60005-Personal Expenses,20000,KR10501-Phone Plan,20000
2024/6/26,"Buy NAVER 0.148306@₩168,300",KR10404-Pending Investments,24959,KR10404-Pending Investments,24959
2024/6/26,"Buy NAVER 0.148306@₩168,300",KR20002-Stocks,24959,KR10404-Pending Investments,24959
2024/6/26,Hana Bank,KR60004-Transportation Expenses,2000,KR30201-Friends Debt,2000
2024/6/26,Toss Bank,KR60004-Transportation Expenses,3800,KR30201-Friends Debt,3800
2024/6/27,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/6/27,훠궈 w Jia Wei,KR60002-Food Expenses,25900,KR10101-Toss Checking Account,25900
2024/6/28,교통비 reimbursement,KR10101-Toss Checking Account,8400,KR70003-Samsung Income,8400
2024/6/28,Interpreting Job,KR10403-Friends Receivable,25050,KR70006-Other Income,25050
2024/6/28,Interpreting Job (30 May),KR10102-Hana Checking Account,145050,KR10403-Friends Receivable,145050
2024/6/28,Transfer to Toss ,KR10101-Toss Checking Account,145051,KR10102-Hana Checking Account,145051
2024/6/28,7Eleven w Myothurin,KR60005-Personal Expenses,10561,KR10101-Toss Checking Account,10561
2024/6/28,e-mart w Myothurin,KR60005-Personal Expenses,9200,KR10101-Toss Checking Account,9200
2024/6/28,Withdraw from Toss,KR10000-Cash,50000,KR10101-Toss Checking Account,50000
2024/6/29,GS25 ,KR60005-Personal Expenses,7500,KR10101-Toss Checking Account,7500
2024/6/29,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/6/29,십일조,KR60005-Personal Expenses,30000,KR10000-Cash,30000
2024/6/29,Paris Baguette Zion,KR60005-Personal Expenses,64400,KR10101-Toss Checking Account,64400
2024/6/30,순두부찌개 at 판교,KR60002-Food Expenses,10000,KR10000-Cash,10000
2024/7/1,6월 Interest,KR10101-Toss Checking Account,127,KR70002-Interest Income,127
2024/7/2,Tisya (Punishment),KR60006-Punishment Expenses,100000,KR30201-Friends Debt,100000
2024/7/3,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/7/3,iCloud+,KR60005-Personal Expenses,8900,KR10105-Kakao Checking Account,8900
2024/7/3,Transfer to Toss,KR10101-Toss Checking Account,1100,KR10105-Kakao Checking Account,1100
2024/7/3,Punishment for missing book paid by Myothurin,KR60005-Personal Expenses,18000,KR10101-Toss Checking Account,18000
2024/7/6,Coupang Membership Fee,KR60005-Personal Expenses,4990,KR10101-Toss Checking Account,4990
2024/7/9,Daiso (pen + notebook),KR60005-Personal Expenses,4000,KR10101-Toss Checking Account,4000
2024/7/10,교통비 (6/26),KR30201-Friends Debt,3800,KR10101-Toss Checking Account,3800
2024/7/14,Transfer to Hana,KR10102-Hana Checking Account,2000,KR10101-Toss Checking Account,2000
2024/7/15,문서진 ,KR10105-Kakao Checking Account,30000,KR30201-Friends Debt,30000
2024/7/15,Transfer to Toss,KR10101-Toss Checking Account,30000,KR10105-Kakao Checking Account,30000
2024/7/15,교통비 (6/26),KR30201-Friends Debt,2000,KR10102-Hana Checking Account,2000
2024/7/16,Ivan,KR10102-Hana Checking Account,20000,KR30201-Friends Debt,20000
2024/7/16,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/7/17,7 Eleven,KR60002-Food Expenses,4591,KR10105-Kakao Checking Account,4591
2024/7/17,Transfer to Toss,KR10101-Toss Checking Account,5409,KR10105-Kakao Checking Account,5409
2024/7/17,Transfer to Toss,KR10101-Toss Checking Account,20000,KR10102-Hana Checking Account,20000
2024/7/17,Shake Shake w Davy,KR60002-Food Expenses,13900,KR10101-Toss Checking Account,13900
2024/7/18,Il Mazzio Cafe ,KR60002-Food Expenses,6100,KR10101-Toss Checking Account,6100
2024/7/18,Ediya Coffee w SSP and PPMK,KR60002-Food Expenses,3200,KR10101-Toss Checking Account,3200
2024/7/18,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/7/18,싸다김밥,KR60002-Food Expenses,10000,KR10101-Toss Checking Account,10000
2024/7/19,Il Mazzio Cafe ,KR60002-Food Expenses,6100,KR10101-Toss Checking Account,6100
2024/7/20,헌물,KR60005-Personal Expenses,5000,KR10000-Cash,5000
2024/7/20,재모식당,KR60002-Food Expenses,5000,KR10000-Cash,5000
2024/7/21,Ivan,KR10102-Hana Checking Account,20000,KR30201-Friends Debt,20000
2024/7/21,Transfer to 김민식 (시온 회식),KR60002-Food Expenses,11100,KR10102-Hana Checking Account,11100
2024/7/21,Transfer to Toss,KR10101-Toss Checking Account,8900,KR10102-Hana Checking Account,8900
2024/7/21,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/7/21,7 Eleven,KR60002-Food Expenses,5300,KR10101-Toss Checking Account,5300
2024/7/22,Wise 1 1MYR@296.285KRW,KR10101-Toss Checking Account,85923,KR70005-Allowance Income,85923
2024/7/22,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/7/22,Transfer to Tisya,KR10403-Friends Receivable,5000,KR10105-Kakao Checking Account,5000
2024/7/22,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/7/22,Apple Music,KR60005-Personal Expenses,3300,KR10105-Kakao Checking Account,3300
2024/7/22,Bingsu w Tisya,KR60002-Food Expenses,9850,KR30201-Friends Debt,9850
2024/7/22,Transfer to Alua,KR10403-Friends Receivable,500,KR10101-Toss Checking Account,500
2024/7/22,Transfer to Toss,KR10101-Toss Checking Account,6700,KR10105-Kakao Checking Account,6700
2024/7/23,Cashback,KR10101-Toss Checking Account,500,KR70001-Cashback Income,500
2024/7/23,Transfer from Tisya,KR10101-Toss Checking Account,5000,KR10403-Friends Receivable,5000
2024/7/23,Transfer to Toss,KR10101-Toss Checking Account,20350,KR10105-Kakao Checking Account,20350
2024/7/23,Frank Burger,KR60002-Food Expenses,9900,KR10101-Toss Checking Account,9900
2024/7/24,Printing ,KR60005-Personal Expenses,500,KR10101-Toss Checking Account,500
2024/7/24,Printing ,KR60005-Personal Expenses,500,KR10101-Toss Checking Account,500
2024/7/24,Printing ,KR60005-Personal Expenses,500,KR10101-Toss Checking Account,500
2024/7/25,Printing ,KR60005-Personal Expenses,1000,KR10101-Toss Checking Account,1000
2024/7/25,Printing ,KR60005-Personal Expenses,1000,KR10101-Toss Checking Account,1000
2024/7/25,Printing ,KR60005-Personal Expenses,1000,KR10101-Toss Checking Account,1000
2024/7/25,Printing ,KR60005-Personal Expenses,500,KR10101-Toss Checking Account,500
2024/7/25,Printing ,KR60005-Personal Expenses,1000,KR10101-Toss Checking Account,1000
2024/7/25,Printing ,KR60005-Personal Expenses,500,KR10101-Toss Checking Account,500
2024/7/25,Printing ,KR60005-Personal Expenses,1000,KR10101-Toss Checking Account,1000
2024/7/25,Printing ,KR60005-Personal Expenses,1750,KR10101-Toss Checking Account,1750
2024/7/25,Wise 2 1MYR@296.281KRW,KR10101-Toss Checking Account,438597,KR70005-Allowance Income,438597
2024/7/25,Rent,KR60001-Home Expenses,410000,KR10101-Toss Checking Account,410000
2024/7/26,Printing ,KR60005-Personal Expenses,4000,KR10101-Toss Checking Account,4000
2024/7/26,Printing ,KR60005-Personal Expenses,2000,KR10101-Toss Checking Account,2000
2024/7/26,Printing ,KR60005-Personal Expenses,2000,KR10101-Toss Checking Account,2000
2024/7/26,Printing ,KR60005-Personal Expenses,2000,KR10101-Toss Checking Account,2000
2024/7/26,Mama,KR10101-Toss Checking Account,334602,KR70005-Allowance Income,334602
2024/7/26,Yonsei Mart,KR60002-Food Expenses,1600,KR10101-Toss Checking Account,1600
2024/7/26,Ice cream w 고건,KR60002-Food Expenses,3000,KR10101-Toss Checking Account,3000
2024/7/26,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/7/26,8월 건강보혐료,KR60003-Healthcare Expenses,75530,KR10101-Toss Checking Account,75530
2024/7/26,7월 Didimdol,KR10402-Didimdol Receivable,150000,KR70004-Didimdol Income,150000
2024/7/26,7월 Samsung,KR10401-Samsung Receivable,557143,KR70003-Samsung Income,557143
2024/7/27,Withdrawal 1 십일조,KR10000-Cash,50000,KR10101-Toss Checking Account,50000
2024/7/27,십일조,KR10000-Cash,50000,KR10000-Cash,50000
2024/7/27,십일조,KR60005-Personal Expenses,50000,KR10000-Cash,50000
2024/7/27,지하철 to and from 삼계탕 만들기 체험관,KR60004-Transportation Expenses,1400,KR30201-Friends Debt,1400
2024/7/28,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/7/28,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/7/28,GS25,KR60002-Food Expenses,1264,KR10105-Kakao Checking Account,1264
2024/7/28,Transfer to Toss,KR10101-Toss Checking Account,8736,KR10105-Kakao Checking Account,8736
2024/7/29,Transfer to Shinhan Invest,KR10104-Shinhan Investment Account,24000,KR10101-Toss Checking Account,24000
2024/7/29,"Buy 삼양식품 0.038939@₩	641,000",KR10404-Pending Investments,24959,KR10404-Pending Investments,24959
2024/7/29,"Buy 삼양식품 0.038939@₩	641,000",KR20002-Stocks,24959,KR10404-Pending Investments,24959
2024/7/29,GS25,KR60002-Food Expenses,3800,KR10101-Toss Checking Account,3800
2024/7/29,Cashback,KR10101-Toss Checking Account,100,KR70001-Cashback Income,100
2024/7/30,PALS 회원비,KR60005-Personal Expenses,35000,KR10101-Toss Checking Account,35000
2024/7/30,Printing ,KR60005-Personal Expenses,6700,KR10101-Toss Checking Account,6700
2024/7/30,Cat food,KR60005-Personal Expenses,1500,KR10101-Toss Checking Account,1500
2024/7/31,지하철 to and from 삼계탕 만들기 체험관,KR60004-Transportation Expenses,1400,KR30201-Friends Debt,1400
2024/7/31,Ivan,KR30201-Friends Debt,40000,KR10101-Toss Checking Account,40000
2024/7/31,Transfer to KakaoPay,KR10105-Kakao Checking Account,10000,KR10101-Toss Checking Account,10000
2024/7/31,GS25,KR60002-Food Expenses,6994,KR10105-Kakao Checking Account,6994
2024/8/1,Transfer to Toss,KR10101-Toss Checking Account,3006,KR10105-Kakao Checking Account,3006
2024/8/1,7월 Interest,KR10101-Toss Checking Account,75,KR70002-Interest Income,75
2024/8/1,8월 Didimdol,KR10402-Didimdol Receivable,150000,KR70004-Didimdol Income,150000
