Transaction_ID,Line_ID,Date,Description,Account_Name,Currency,Line_Type,Amount,Transaction_Total_Debit,Transaction_Total_Credit,Relative_Amount,Is_Max_Line,Num_Debit_Lines,Num_Credit_Lines
1ea2f539-648b-5603-ad0a-064e11883257,0,2024-05-09,총 4월 교통비,KR10101-Toss Checking Account,KRW,credit,5800.0,5800.0,5800.0,1.0,1,1,1
1ea2f539-648b-5603-ad0a-064e11883257,1,2024-05-09,총 4월 교통비,KR60004-Transportation Expenses,KRW,debit,5800.0,5800.0,5800.0,1.0,1,1,1
44734b51-f46c-5505-a673-7a8dbe1f7f66,0,2024-05-09,Didimdol w Myothurin,KR10101-Toss Checking Account,KRW,debit,50000.0,50000.0,50000.0,1.0,1,1,1
44734b51-f46c-5505-a673-7a8dbe1f7f66,1,2024-05-09,Didimdol w Myothurin,KR70004-Didimdol Income,KRW,credit,50000.0,50000.0,50000.0,1.0,1,1,1
1a8eaa54-3fb2-547c-81a0-3f3b848611c1,0,2024-05-09,Cashback,KR10101-Toss Checking Account,KRW,debit,100.0,100.0,100.0,1.0,1,1,1
1a8eaa54-3fb2-547c-81a0-3f3b848611c1,1,2024-05-09,Cashback,KR70001-Cashback Income,KRW,credit,100.0,100.0,100.0,1.0,1,1,1
8462e302-951a-5ca4-949b-b0c2fc756213,0,2024-05-10,Printing for 황희,KR10101-Toss Checking Account,KRW,credit,9840.0,9840.0,9840.0,1.0,1,1,1
8462e302-951a-5ca4-949b-b0c2fc756213,1,2024-05-10,Printing for 황희,KR60005-Personal Expenses,KRW,debit,9840.0,9840.0,9840.0,1.0,1,1,1
8c244587-96ff-5e37-b9a2-0717a66236f1,0,2024-05-11,Coupang,KR10101-Toss Checking Account,KRW,credit,10710.0,10710.0,10710.0,1.0,1,1,1
8c244587-96ff-5e37-b9a2-0717a66236f1,1,2024-05-11,Coupang,KR60002-Food Expenses,KRW,debit,10710.0,10710.0,10710.0,1.0,1,1,1
0be97add-bb70-5e22-80da-f0db92fd1c97,0,2024-05-11,Subway w Davy,KR10101-Toss Checking Account,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
0be97add-bb70-5e22-80da-f0db92fd1c97,1,2024-05-11,Subway w Davy,KR60002-Food Expenses,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
1648bd9a-7115-57c0-8af2-5e4cd293a381,0,2024-05-12,Funeral,KR10101-Toss Checking Account,KRW,credit,30000.0,30000.0,30000.0,1.0,1,1,1
1648bd9a-7115-57c0-8af2-5e4cd293a381,1,2024-05-12,Funeral,KR60005-Personal Expenses,KRW,debit,30000.0,30000.0,30000.0,1.0,1,1,1
4142d936-e008-53fc-86af-b1802c4fe44e,0,2024-05-12,Ivan,KR10101-Toss Checking Account,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
4142d936-e008-53fc-86af-b1802c4fe44e,1,2024-05-12,Ivan,KR30201-Friends Debt,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
b2371c40-a30a-5284-b4ad-568a92a35754,0,2024-05-12,Haiqal,KR10101-Toss Checking Account,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
b2371c40-a30a-5284-b4ad-568a92a35754,1,2024-05-12,Haiqal,KR30201-Friends Debt,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
54410703-5f14-5b86-b944-1fbe6864a366,0,2024-05-13,Shunn Lae,KR10101-Toss Checking Account,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
54410703-5f14-5b86-b944-1fbe6864a366,1,2024-05-13,Shunn Lae,KR30201-Friends Debt,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
728928fa-9177-5e13-9621-e7eb0a42ce4d,0,2024-05-13,Mama,MY11101-Maybank Checking Account,MYR,debit,300.0,300.0,300.0,1.0,1,1,1
728928fa-9177-5e13-9621-e7eb0a42ce4d,1,2024-05-13,Mama,MY71003-Allowance Income,MYR,credit,300.0,300.0,300.0,1.0,1,1,1
d5fc65d8-08d0-52c3-af52-598f5a690adf,0,2024-05-13,Wise 1 1MYR@288.217KRW,MY11101-Maybank Checking Account,MYR,credit,300.0,8.47,300.0,1.0,1,1,1
d5fc65d8-08d0-52c3-af52-598f5a690adf,1,2024-05-13,Wise 1 1MYR@288.217KRW,MY61007-Exchange Expenses,MYR,debit,8.47,8.47,300.0,0.028233333333333336,1,1,1
f7a4af1d-8c78-558e-9516-33b6a69ef08a,0,2024-05-13,Fees,MY61005-Personal Expenses,MYR,debit,291.53000000000003,291.53000000000003,0.0,1.0,1,1,0
e58ee01d-55db-54b7-92ef-e0ee0a632125,0,2024-05-13,Wise 1 1MYR@288.217KRW,KR10101-Toss Checking Account,KRW,debit,84024.0,84024.0,84024.0,1.0,1,1,1
e58ee01d-55db-54b7-92ef-e0ee0a632125,1,2024-05-13,Wise 1 1MYR@288.217KRW,KR70005-Allowance Income,KRW,credit,84024.0,84024.0,84024.0,1.0,1,1,1
b4b450e9-e498-5d38-adeb-e2e98062c7cd,0,2024-05-13,Cashback,KR10101-Toss Checking Account,KRW,debit,100.0,100.0,100.0,1.0,1,1,1
b4b450e9-e498-5d38-adeb-e2e98062c7cd,1,2024-05-13,Cashback,KR70001-Cashback Income,KRW,credit,100.0,100.0,100.0,1.0,1,1,1
1b0ebfe2-d851-5d8e-a6d0-c74cd2462e2b,0,2024-05-13,CU,KR10101-Toss Checking Account,KRW,credit,5600.0,5600.0,5600.0,1.0,1,1,1
1b0ebfe2-d851-5d8e-a6d0-c74cd2462e2b,1,2024-05-13,CU,KR60005-Personal Expenses,KRW,debit,5600.0,5600.0,5600.0,1.0,1,1,1
64a783ba-f7d3-5926-badc-84cb98628ec8,0,2024-05-14,Shunn Lae,KR10101-Toss Checking Account,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
64a783ba-f7d3-5926-badc-84cb98628ec8,1,2024-05-14,Shunn Lae,KR30201-Friends Debt,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
5c6bf3a7-5dca-52be-8dc7-37d2b6a22e81,0,2024-05-15,Cashback,KR10101-Toss Checking Account,KRW,debit,500.0,500.0,500.0,1.0,1,1,1
5c6bf3a7-5dca-52be-8dc7-37d2b6a22e81,1,2024-05-15,Cashback,KR70001-Cashback Income,KRW,credit,500.0,500.0,500.0,1.0,1,1,1
038b8e42-b694-593a-9dd4-ab90096cff54,0,2024-05-15,Bakso Rindu Kampung w Myothurin,KR10101-Toss Checking Account,KRW,credit,34000.0,34000.0,34000.0,1.0,1,1,1
038b8e42-b694-593a-9dd4-ab90096cff54,1,2024-05-15,Bakso Rindu Kampung w Myothurin,KR60005-Personal Expenses,KRW,debit,34000.0,34000.0,34000.0,1.0,1,1,1
c78da32e-118f-569f-ade5-a44d06f3eaba,0,2024-05-15,Daiso w Myothurin,KR10101-Toss Checking Account,KRW,credit,16200.0,16200.0,16200.0,1.0,1,1,1
c78da32e-118f-569f-ade5-a44d06f3eaba,1,2024-05-15,Daiso w Myothurin,KR60005-Personal Expenses,KRW,debit,16200.0,16200.0,16200.0,1.0,1,1,1
72ea9f4a-4fda-5bcd-8537-95bc81892aa8,0,2024-05-15,Holly’s w Myothurin,KR10101-Toss Checking Account,KRW,credit,11600.0,11600.0,11600.0,1.0,1,1,1
72ea9f4a-4fda-5bcd-8537-95bc81892aa8,1,2024-05-15,Holly’s w Myothurin,KR60005-Personal Expenses,KRW,debit,11600.0,11600.0,11600.0,1.0,1,1,1
ed1d994d-5de1-568b-9b25-76d74d259dc6,0,2024-05-18,Mama,MY11101-Maybank Checking Account,MYR,debit,300.0,300.0,300.0,1.0,1,1,1
ed1d994d-5de1-568b-9b25-76d74d259dc6,1,2024-05-18,Mama,MY71003-Allowance Income,MYR,credit,300.0,300.0,300.0,1.0,1,1,1
21820375-1dd3-53d5-8d66-552e9e745d73,0,2024-05-18,Coins,KR10000-Cash,KRW,debit,1800.0,1800.0,1800.0,1.0,1,1,1
21820375-1dd3-53d5-8d66-552e9e745d73,1,2024-05-18,Coins,KR70001-Cashback Income,KRW,credit,1800.0,1800.0,1800.0,1.0,1,1,1
7e3882b3-5ed1-57f2-a709-a38a1dfc5010,0,2024-05-19,Buy Gold 0.244@MYR‎368.8520,MY11101-Maybank Checking Account,MYR,credit,90.0,90.0,90.0,1.0,1,1,1
7e3882b3-5ed1-57f2-a709-a38a1dfc5010,1,2024-05-19,Buy Gold 0.244@MYR‎368.8520,MY21003-Gold,MYR,debit,90.0,90.0,90.0,1.0,1,1,1
b2be5997-c4f1-546e-bd6e-dc523e916a79,0,2024-05-19,GS25,KR10101-Toss Checking Account,KRW,credit,13550.0,13550.0,13550.0,1.0,1,1,1
b2be5997-c4f1-546e-bd6e-dc523e916a79,1,2024-05-19,GS25,KR60002-Food Expenses,KRW,debit,13550.0,13550.0,13550.0,1.0,1,1,1
116975d0-1855-5463-8a8b-cfa59b7cd807,0,2024-05-20,Apple Music,KR10101-Toss Checking Account,KRW,credit,3300.0,3300.0,3300.0,1.0,1,1,1
116975d0-1855-5463-8a8b-cfa59b7cd807,1,2024-05-20,Apple Music,KR60005-Personal Expenses,KRW,debit,3300.0,3300.0,3300.0,1.0,1,1,1
f26d4101-b54d-556c-ad89-5f0a045d0f0e,0,2024-05-20,Total,MY11101-Maybank Checking Account,MYR,credit,90.0,45.0,45.0,2.0,1,1,1
f26d4101-b54d-556c-ad89-5f0a045d0f0e,1,2024-05-20,Total,MY11102-TnG Checking Account,MYR,debit,90.0,45.0,45.0,2.0,1,1,1
ba164e8c-e98f-521a-9896-ea81d3c1e54d,0,2024-05-20,Buy Principal Global Titans Fund 71.02@MYR‎1.2485,MY11102-TnG Checking Account,MYR,credit,90.0,0.0,90.0,1.0,1,0,1
6729861d-cba6-548e-8f7d-08b52be536b8,0,2024-05-20,Fees,MY61008-Other Expenses,MYR,debit,1.33,90.0,0.0,0.014777777777777779,0,2,0
6729861d-cba6-548e-8f7d-08b52be536b8,1,2024-05-20,Fees,MY21001-Funds,MYR,debit,88.67,90.0,0.0,0.9852222222222222,1,2,0
8de3bef7-05c6-555e-b7ed-202268cbe089,0,2024-05-20,Transfer to Maybank Invest,MY11101-Maybank Checking Account,MYR,credit,120.0,120.0,120.0,1.0,1,1,1
8de3bef7-05c6-555e-b7ed-202268cbe089,1,2024-05-20,Transfer to Maybank Invest,MY11104-Maybank Investment Account,MYR,debit,120.0,120.0,120.0,1.0,1,1,1
c33eb10d-bd25-5dd3-a9aa-e71b22addfe6,0,2024-05-22,Sell Principal Asia Titans Fund 444.87@MYR‎1.1073,MY11404-Pending Investments,MYR,debit,513.29,513.29,513.29,1.0,1,1,2
c33eb10d-bd25-5dd3-a9aa-e71b22addfe6,1,2024-05-22,Sell Principal Asia Titans Fund 444.87@MYR‎1.1073,MY71004-Other Income,MYR,credit,20.68,513.29,513.29,0.04028911531492919,0,1,2
c33eb10d-bd25-5dd3-a9aa-e71b22addfe6,2,2024-05-22,Sell Principal Asia Titans Fund 444.87@MYR‎1.1073,MY21001-Funds,MYR,credit,492.61,513.29,513.29,0.9597108846850709,1,1,2
bef1bf8b-0fe1-59a2-8f6e-8bef0d59e6ce,0,2024-05-23,Babah,MY11101-Maybank Checking Account,MYR,debit,50.0,50.0,50.0,1.0,1,1,1
bef1bf8b-0fe1-59a2-8f6e-8bef0d59e6ce,1,2024-05-23,Babah,MY71003-Allowance Income,MYR,credit,50.0,50.0,50.0,1.0,1,1,1
765e6562-2041-596c-b7e7-e0f097d30c97,0,2024-05-23,Buy Maybank 10@MYR‎9.9400,MY11104-Maybank Investment Account,MYR,credit,108.43,0.0,108.43,1.0,1,0,1
05889b07-6acc-512c-81c8-6e5d1cb54647,0,2024-05-23,Fees,MY61008-Other Expenses,MYR,debit,9.03,108.43,0.0,0.08327953518398966,0,2,0
05889b07-6acc-512c-81c8-6e5d1cb54647,1,2024-05-23,Fees,MY21002-Stocks,MYR,debit,99.4,108.43,0.0,0.9167204648160103,1,2,0
2fef0caf-bdfd-53c7-8e9d-2cd748e72f6e,0,2024-05-23,재학증명서,KR10101-Toss Checking Account,KRW,credit,500.0,500.0,500.0,1.0,1,1,1
2fef0caf-bdfd-53c7-8e9d-2cd748e72f6e,1,2024-05-23,재학증명서,KR60005-Personal Expenses,KRW,debit,500.0,500.0,500.0,1.0,1,1,1
ee77274a-5ee0-59fe-82ba-aa99b1df665b,0,2024-05-24,Google Drive,MY11101-Maybank Checking Account,MYR,credit,8.49,8.49,8.49,1.0,1,1,1
ee77274a-5ee0-59fe-82ba-aa99b1df665b,1,2024-05-24,Google Drive,MY61005-Personal Expenses,MYR,debit,8.49,8.49,8.49,1.0,1,1,1
c8364c14-ab79-5a2d-9203-25d1ca0cfb1c,0,2024-05-25,Haiqal,KR10101-Toss Checking Account,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
c8364c14-ab79-5a2d-9203-25d1ca0cfb1c,1,2024-05-25,Haiqal,KR30201-Friends Debt,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
e8e70f2c-ab29-5872-9ad5-df29c3bdfa6a,0,2024-05-25,Ivan,KR10101-Toss Checking Account,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
e8e70f2c-ab29-5872-9ad5-df29c3bdfa6a,1,2024-05-25,Ivan,KR30201-Friends Debt,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
a7329370-d9d9-52a8-a70d-e4315e22a632,0,2024-05-25,서동욱,KR10101-Toss Checking Account,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
a7329370-d9d9-52a8-a70d-e4315e22a632,1,2024-05-25,서동욱,KR30201-Friends Debt,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
bf7c2d5a-6980-54e2-abcb-2121032f65f3,0,2024-05-25,문서진,KR10101-Toss Checking Account,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
bf7c2d5a-6980-54e2-abcb-2121032f65f3,1,2024-05-25,문서진,KR30201-Friends Debt,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
3bc5eb67-0aac-519b-b7c2-0bef4ff8b3a3,0,2024-05-25,6월 Savings,KR10101-Toss Checking Account,KRW,credit,50000.0,50000.0,50000.0,1.0,1,1,1
3bc5eb67-0aac-519b-b7c2-0bef4ff8b3a3,1,2024-05-25,6월 Savings,KR10204-Emergency Savings,KRW,debit,50000.0,50000.0,50000.0,1.0,1,1,1
42af4e4c-3bd0-5c6c-992e-58df7095c629,0,2024-05-25,Babah,MY11101-Maybank Checking Account,MYR,debit,1500.0,1500.0,1500.0,1.0,1,1,1
42af4e4c-3bd0-5c6c-992e-58df7095c629,1,2024-05-25,Babah,MY71003-Allowance Income,MYR,credit,1500.0,1500.0,1500.0,1.0,1,1,1
6b66a145-bfe2-5f5a-8331-affd432439de,0,2024-05-27,Wise 2 1MYR@289.943KRW,MY11101-Maybank Checking Account,MYR,credit,1541.51,1541.51,1541.51,1.0,1,3,2
6b66a145-bfe2-5f5a-8331-affd432439de,1,2024-05-27,Wise 2 1MYR@289.943KRW,MY61005-Personal Expenses,MYR,debit,1520.76,1541.51,1541.51,0.9865391726294348,1,3,2
6b66a145-bfe2-5f5a-8331-affd432439de,2,2024-05-27,Wise 2 1MYR@289.943KRW,MY61007-Exchange Expenses,MYR,debit,20.75,1541.51,1541.51,0.013460827370565226,0,3,2
6b66a145-bfe2-5f5a-8331-affd432439de,3,2024-05-27,Wise 2 1MYR@289.943KRW,KR10101-Toss Checking Account,KRW,debit,440934.0,440934.0,440934.0,1.0,1,3,2
6b66a145-bfe2-5f5a-8331-affd432439de,4,2024-05-27,Wise 2 1MYR@289.943KRW,KR70005-Allowance Income,KRW,credit,440934.0,440934.0,440934.0,1.0,1,3,2
21940306-f9b8-5b29-b648-220daa873930,0,2024-05-27,Rent,KR60001-Home Expenses,KRW,debit,410000.0,410000.0,410000.0,1.0,1,1,1
21940306-f9b8-5b29-b648-220daa873930,1,2024-05-27,Rent,KR10101-Toss Checking Account,KRW,credit,410000.0,410000.0,410000.0,1.0,1,1,1
cd74c99e-ea2a-500a-a21a-0305137e671e,0,2024-05-27,서동욱,KR10101-Toss Checking Account,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
cd74c99e-ea2a-500a-a21a-0305137e671e,1,2024-05-27,서동욱,KR30201-Friends Debt,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
8417ef83-b2ad-55f1-9adc-8c5e92a3cc34,0,2024-05-27,문서진,KR10101-Toss Checking Account,KRW,credit,15000.0,15000.0,15000.0,1.0,1,1,1
8417ef83-b2ad-55f1-9adc-8c5e92a3cc34,1,2024-05-27,문서진,KR30201-Friends Debt,KRW,debit,15000.0,15000.0,15000.0,1.0,1,1,1
6f747f71-4a46-58c1-acf3-1d1c8603e8c7,0,2024-05-27,Haiqal,KR10101-Toss Checking Account,KRW,credit,30000.0,30000.0,30000.0,1.0,1,1,1
6f747f71-4a46-58c1-acf3-1d1c8603e8c7,1,2024-05-27,Haiqal,KR30201-Friends Debt,KRW,debit,30000.0,30000.0,30000.0,1.0,1,1,1
eb91f488-b90e-5308-9d62-c5868ec3d89f,0,2024-05-27,Sell Principal Asia Titans Fund 71.02@MYR‎1.2501,MY21001-Funds,MYR,credit,88.67,88.78,88.78,0.998760982203199,1,1,2
eb91f488-b90e-5308-9d62-c5868ec3d89f,1,2024-05-27,Sell Principal Asia Titans Fund 71.02@MYR‎1.2501,MY71004-Other Income,MYR,credit,0.11,88.78,88.78,0.0012390177968010813,0,1,2
eb91f488-b90e-5308-9d62-c5868ec3d89f,2,2024-05-27,Sell Principal Asia Titans Fund 71.02@MYR‎1.2501,MY11404-Pending Investments,MYR,debit,88.78,88.78,88.78,1.0,1,1,2
9cf3e38a-8532-544b-b5a8-bb5e373dc732,0,2024-05-27,Babah,MY11101-Maybank Checking Account,MYR,debit,1000.0,1000.0,1000.0,1.0,1,1,1
9cf3e38a-8532-544b-b5a8-bb5e373dc732,1,2024-05-27,Babah,MY71003-Allowance Income,MYR,credit,1000.0,1000.0,1000.0,1.0,1,1,1
563f96ba-9477-50cd-9c2c-a84b33575501,0,2024-05-27,Wise 3 1MYR@290.202KRW,MY11101-Maybank Checking Account,MYR,credit,1000.0,16.13,1000.0,1.0,1,1,1
563f96ba-9477-50cd-9c2c-a84b33575501,1,2024-05-27,Wise 3 1MYR@290.202KRW,MY61007-Exchange Expenses,MYR,debit,16.13,16.13,1000.0,0.01613,1,1,1
37ad2fb0-e9e5-5bee-a0b4-90076fa343f7,0,2024-05-27,Fees,MY61008-Other Expenses,MYR,debit,983.87,983.87,0.0,1.0,1,1,0
e1308d00-98c7-5a2e-9002-553d15bc18ce,0,2024-05-27,Wise 3 1MYR@290.202KRW,KR10101-Toss Checking Account,KRW,debit,285521.0,285521.0,285521.0,1.0,1,1,1
e1308d00-98c7-5a2e-9002-553d15bc18ce,1,2024-05-27,Wise 3 1MYR@290.202KRW,KR70005-Allowance Income,KRW,credit,285521.0,285521.0,285521.0,1.0,1,1,1
010b8ca5-b719-5bcb-9484-94969a1809fc,0,2024-05-29,Tisya,KR30201-Friends Debt,KRW,debit,45000.0,45000.0,0.0,1.0,1,1,0
90f48c3a-8e2a-53d8-bffe-272c24bd6d7f,0,2024-05-29,Punishment,KR10101-Toss Checking Account,KRW,credit,45000.0,0.0,45000.0,1.0,1,0,1
3bb1b30a-00de-5dc7-99a9-4e277897440e,0,2024-05-29,Tisya,KR10101-Toss Checking Account,KRW,credit,50000.0,50000.0,50000.0,1.0,1,1,1
3bb1b30a-00de-5dc7-99a9-4e277897440e,1,2024-05-29,Tisya,KR10104-Shinhan Investment Account,KRW,debit,50000.0,50000.0,50000.0,1.0,1,1,1
e7bb0d4b-1688-5717-b89b-2eecb5fb17a9,0,2024-05-29,"Buy 현대차 0.192369@₩‎259,500",KR10104-Shinhan Investment Account,KRW,credit,49989.0,0.0,49989.0,1.0,1,0,1
a17d0f9a-5fcb-559a-8b84-670f3c11f44a,0,2024-05-29,Fees,KR30201-Friends Debt,KRW,debit,70.0,49989.0,0.0,0.0014003080677749105,0,2,0
a17d0f9a-5fcb-559a-8b84-670f3c11f44a,1,2024-05-29,Fees,KR10404-Pending Investments,KRW,debit,49919.0,49989.0,0.0,0.9985996919322251,1,2,0
5a695626-57ab-5e46-b38e-150945b63445,0,2024-05-29,Transfer to Shinhan Invest,KR10101-Toss Checking Account,KRW,credit,51500.0,51500.0,51500.0,1.0,1,1,1
5a695626-57ab-5e46-b38e-150945b63445,1,2024-05-29,Transfer to Shinhan Invest,KR10104-Shinhan Investment Account,KRW,debit,51500.0,51500.0,51500.0,1.0,1,1,1
6850989f-d352-5718-97c7-911d81ab2535,0,2024-05-29,"Buy 삼성전자 0.643298@₩‎77,600",KR10104-Shinhan Investment Account,KRW,credit,49989.0,0.0,49989.0,1.0,1,0,1
26b05cf9-a403-5e71-9f40-0e935427b003,0,2024-05-29,Fees,KR60007-Other Expenses,KRW,debit,70.0,49989.0,0.0,0.0014003080677749105,0,2,0
26b05cf9-a403-5e71-9f40-0e935427b003,1,2024-05-29,Fees,KR10404-Pending Investments,KRW,debit,49919.0,49989.0,0.0,0.9985996919322251,1,2,0
bccf64d4-357d-5e3b-9851-ab91ef01cf6b,0,2024-05-29,"Buy 삼성전자 0.643298@₩‎77,600",KR10404-Pending Investments,KRW,credit,49919.0,49919.0,49919.0,1.0,1,1,1
bccf64d4-357d-5e3b-9851-ab91ef01cf6b,1,2024-05-29,"Buy 삼성전자 0.643298@₩‎77,600",KR20002-Stocks,KRW,debit,49919.0,49919.0,49919.0,1.0,1,1,1
8b63361f-8cc7-5f8d-8535-c165de6ec36a,0,2024-05-29,"Buy 현대차 0.192369@₩‎259,500",KR10404-Pending Investments,KRW,credit,49919.0,49919.0,49919.0,1.0,1,1,1
8b63361f-8cc7-5f8d-8535-c165de6ec36a,1,2024-05-29,"Buy 현대차 0.192369@₩‎259,500",KR20002-Stocks,KRW,debit,49919.0,49919.0,49919.0,1.0,1,1,1
